,Unnamed: 0,CVE_DOC,CVE_CLPV,STATUS,CVE_VEND,FECHAELAB,FECHA_DOC,FECHA_ENT,FECHA_VEN,FECHA_CANCELA,CAN_TOT,DES_TOT,DES_FIN
5110,5110,F34526,8019.0,E,5.0,2021-03-16 12:44:14.447,2021-03-16,2021-03-02 00:00:00,2021-03-16,,2980.0000000000005,0.0,0.0
5120,5120,F34536,8019.0,E,5.0,2021-03-17 08:53:00.980,2021-03-17,2021-03-02 00:00:00,2021-03-17,,2980.0,0.0,0.0
5128,5128,F34544,6401.0,E,5.0,2021-03-17 17:54:22.237,2021-03-17,2021-03-18 00:00:00,2021-04-16,,32400.000000000004,0.0,0.0
5145,5145,F34561,5926.0,E,5.0,2021-03-18 16:30:07.420,2021-03-18,2021-03-18 00:00:00,2021-03-18,,819.9960000000001,0.0,0.0
5149,5149,F34565,4549.0,E,5.0,2021-03-19 11:05:36.830,2021-03-19,2021-03-12 00:00:00,2021-03-19,,4770.0,0.0,0.0
5161,5161,F34577,8145.0,E,5.0,2021-03-22 12:36:17.400,2021-03-22,2021-03-03 00:00:00,2021-03-25,,3095.0,0.0,0.0
5203,5203,F34619,8145.0,E,5.0,2021-03-25 09:21:57.477,2021-03-25,2021-03-25 00:00:00,2021-03-28,,425.0,0.0,0.0
5210,5210,F34626,1289.0,E,5.0,2021-03-25 13:12:17.817,2021-03-25,2021-03-19 00:00:00,2021-04-24,,3754.12,0.0,0.0
5212,5212,F34628,2548.0,E,5.0,2021-03-25 14:51:22.383,2021-03-25,2021-03-24 00:00:00,2021-03-25,,1350.0,0.0,0.0
5247,5247,F34663,5926.0,E,5.0,2021-03-30 16:43:39.910,2021-03-30,2021-03-30 00:00:00,2021-03-30,,215.51720000000003,0.0,0.0
5287,5287,F34703,3912.0,E,5.0,2021-04-06 15:12:50.267,2021-04-06,2021-04-06 00:00:00,2021-05-06,,20840.0,0.0,0.0
5289,5289,F34705,3912.0,E,5.0,2021-04-06 16:07:06.040,2021-04-06,2021-04-06 00:00:00,2021-05-06,,44954.96000000001,0.0,0.0
5296,5296,F34712,3912.0,E,5.0,2021-04-06 18:02:57.213,2021-04-06,2021-01-25 00:00:00,2021-05-06,,274500.0,0.0,0.0
5345,5345,F34761,3852.0,E,5.0,2021-04-13 09:18:26.547,2021-04-13,2021-04-13 00:00:00,2021-04-13,,1350.0,0.0,0.0
5347,5347,F34763,1289.0,E,5.0,2021-04-13 10:20:09.367,2021-04-13,2021-03-26 00:00:00,2021-05-13,,3640.000000000001,0.0,0.0
5348,5348,F34764,1339.0,C,5.0,2021-04-13 10:56:15.173,2021-04-13,2021-03-29 00:00:00,2021-05-13,2021-04-13,6284.0,0.0,0.0
5349,5349,F34765,1339.0,C,5.0,2021-04-13 12:30:30.773,2021-04-13,2021-03-29 00:00:00,2021-05-13,2021-04-16,6284.000000000001,0.0,0.0
5392,5392,F34808,1339.0,E,5.0,2021-04-16 12:45:28.963,2021-04-16,2021-03-29 00:00:00,2021-05-16,,6284.000000000001,0.0,0.0
5394,5394,F34810,8151.0,E,5.0,2021-04-16 14:21:52.217,2021-04-16,2021-04-15 00:00:00,2021-04-16,,4952.5,0.0,0.0
5404,5404,F34820,5039.0,E,5.0,2021-04-19 17:26:20.730,2021-04-19,2021-04-19 00:00:00,2021-07-18,,2340.0,0.0,0.0
5449,5449,F34865,8137.0,E,5.0,2021-04-22 17:14:09.440,2021-04-22,2021-04-14 00:00:00,2021-04-22,,11300.0,0.0,0.0
5480,5480,F34896,5410.0,E,5.0,2021-04-26 17:27:08.863,2021-04-26,2021-04-26 00:00:00,2021-05-11,,240.00000000000003,0.0,0.0
5484,5484,F34900,1339.0,E,5.0,2021-04-27 10:43:36.567,2021-04-27,2021-04-21 00:00:00,2021-05-27,,8031.000000000001,0.0,0.0
5486,5486,F34902,2385.0,E,5.0,2021-04-27 15:21:46.473,2021-04-27,2021-04-16 00:00:00,2021-05-27,,31844.000000000004,0.0,0.0
5491,5491,F34907,1390.0,E,5.0,2021-04-28 09:10:34.847,2021-04-28,2021-04-26 00:00:00,2021-04-28,,4431.0,0.0,0.0
5503,5503,F34919,4695.0,E,5.0,2021-04-29 09:53:40.790,2021-04-29,2021-04-27 00:00:00,2021-06-28,,1597.2,0.0,0.0
5541,5541,F34957,1289.0,E,5.0,2021-05-04 09:51:58.370,2021-05-04,2021-04-21 00:00:00,2021-06-03,,5973.000000000001,0.0,0.0
5542,5542,F34958,1339.0,E,5.0,2021-05-04 09:57:56.260,2021-05-04,2021-04-21 00:00:00,2021-06-03,,24842.500000000004,0.0,0.0
5607,5607,F35023,2995.0,E,5.0,2021-05-12 12:06:33.203,2021-05-12,2021-05-03 00:00:00,2021-05-12,,2901.514,0.0,0.0
5608,5608,F35024,5981.0,E,5.0,2021-05-12 12:17:46.790,2021-05-12,2021-05-11 00:00:00,2021-06-11,,11955.000000000002,0.0,0.0
5633,5633,F35049,2963.0,E,5.0,2021-05-13 16:50:49.543,2021-05-13,2021-05-06 00:00:00,2021-05-13,,2378.0,0.0,0.0
5668,5668,F35084,5039.0,E,5.0,2021-05-19 10:42:07.707,2021-05-19,2021-05-10 00:00:00,2021-08-17,,18875.0,0.0,0.0
5669,5669,F35085,8336.0,E,5.0,2021-05-19 10:52:05.677,2021-05-19,2021-05-11 00:00:00,2021-05-19,,4091.0,0.0,0.0
5694,5694,F35110,2548.0,E,5.0,2021-05-21 08:34:40.557,2021-05-21,2021-05-21 00:00:00,2021-05-21,,1350.0,0.0,0.0
5995,5995,F35411,8235.0,E,5.0,2021-06-25 12:50:44.667,2021-06-25,2021-06-18 00:00:00,2021-06-25,,2419.2000000000003,0.0,0.0
5997,5997,F35413,2995.0,E,5.0,2021-06-25 13:31:18.227,2021-06-25,2021-06-24 00:00:00,2021-07-03,,1155.0,0.0,0.0
6014,6014,F35430,1083.0,E,5.0,2021-06-29 10:19:12.720,2021-06-29,2021-06-22 00:00:00,2021-06-29,,8327.41,0.0,0.0
6295,6295,F35711,1339.0,E,5.0,2021-07-30 10:08:54.900,2021-07-30,2021-07-30 00:00:00,2021-08-29,,11081.5225,0.0,0.0
6296,6296,F35712,8164.0,E,5.0,2021-07-30 10:47:35.520,2021-07-30,2021-07-20 00:00:00,2021-07-30,,4700.0,0.0,0.0
6337,6337,F35753,1339.0,C,5.0,2021-08-04 09:08:51.490,2021-08-04,2021-07-29 00:00:00,2021-09-03,2021-08-13,4157.22,0.0,0.0
6399,6399,F35815,2995.0,E,5.0,2021-08-12 08:58:50.597,2021-08-12,2021-08-12 00:00:00,2021-08-20,,481.8325,0.0,0.0
6406,6406,F35822,640.0,E,5.0,2021-08-12 10:27:40.873,2021-08-12,2021-08-12 00:00:00,2021-09-11,,11081.5225,0.0,0.0
6420,6420,F35836,640.0,E,5.0,2021-08-13 12:26:54.090,2021-08-13,2021-08-13 00:00:00,2021-09-12,,4157.22,0.0,0.0
6515,6515,F35931,2995.0,E,5.0,2021-08-24 10:40:15.777,2021-08-24,2021-08-23 00:00:00,2021-09-01,,2900.0000000000005,0.0,0.0
6559,6559,F35975,2144.0,E,5.0,2021-08-30 09:34:03.943,2021-08-30,2021-08-18 00:00:00,2021-09-29,,14851.71,0.0,0.0
6560,6560,F35976,6671.0,E,5.0,2021-08-30 09:41:15.677,2021-08-30,2021-08-20 00:00:00,2021-08-30,,2630.32,0.0,0.0
6561,6561,F35977,8164.0,E,5.0,2021-08-30 09:46:27.387,2021-08-30,2021-08-17 00:00:00,2021-08-30,,4700.0,0.0,0.0
6564,6564,F35980,8228.0,E,5.0,2021-08-30 10:04:52.487,2021-08-30,2021-08-23 00:00:00,2021-08-30,,4500.0,0.0,0.0
6583,6583,F35999,8426.0,E,5.0,2021-08-31 14:00:23.177,2021-08-31,2021-08-19 00:00:00,2021-09-30,,5325.780000000001,0.0,0.0
6596,6596,F36012,2995.0,E,5.0,2021-08-31 16:56:56.577,2021-08-31,2021-08-31 00:00:00,2021-09-08,,1000.0,0.0,0.0
6625,6625,F36041,3912.0,E,5.0,2021-09-03 09:57:09.227,2021-09-03,2021-09-03 00:00:00,2021-10-03,,3460.0000000000005,0.0,0.0
6648,6648,F36064,5441.0,E,5.0,2021-09-06 09:27:40.787,2021-09-06,2021-09-10 00:00:00,2021-09-06,,2400.0,0.0,0.0
6649,6649,F36065,5441.0,C,5.0,2021-09-06 09:39:57.937,2021-09-06,2021-09-10 00:00:00,2021-09-06,2021-09-08,2400.0,0.0,0.0
6651,6651,F36067,856.0,E,5.0,2021-09-06 10:17:09.697,2021-09-06,2021-09-06 00:00:00,2021-09-06,,61.21000000000001,0.0,0.0
6662,6662,F36078,5894.0,E,5.0,2021-09-07 08:35:55.720,2021-09-07,2021-09-07 00:00:00,2021-10-07,,1200.0,0.0,0.0
6683,6683,F36099,5441.0,E,5.0,2021-09-08 15:37:00.197,2021-09-08,2021-09-10 00:00:00,2021-09-08,,2650.0,0.0,0.0
6687,6687,F36103,8145.0,E,5.0,2021-09-09 08:50:36.960,2021-09-09,2021-09-14 00:00:00,2021-09-12,,2200.0,0.0,0.0
6751,6751,F36167,2995.0,E,5.0,2021-09-17 09:48:04.513,2021-09-17,2021-09-15 00:00:00,2021-09-25,,2100.0,0.0,0.0
6754,6754,F36170,4695.0,E,5.0,2021-09-17 11:16:54.537,2021-09-17,2021-09-08 00:00:00,2021-11-16,,10648.0,0.0,0.0
6763,6763,F36179,5287.0,E,5.0,2021-09-20 11:33:13.547,2021-09-20,2021-09-10 00:00:00,2021-10-20,,2150.0,0.0,0.0
6765,6765,F36181,1289.0,E,5.0,2021-09-20 13:01:31.320,2021-09-20,2021-09-10 00:00:00,2021-10-20,,2548.17,0.0,0.0
6790,6790,F36206,3912.0,E,5.0,2021-09-22 08:59:29.063,2021-09-22,2021-09-23 00:00:00,2021-10-22,,3460.0000000000005,0.0,0.0
6791,6791,F36207,640.0,E,5.0,2021-09-22 10:26:08.017,2021-09-22,2021-09-17 00:00:00,2021-10-22,,2500.0,0.0,0.0
6821,6821,F36237,8460.0,E,5.0,2021-09-24 13:25:02.650,2021-09-24,2021-09-24 00:00:00,2021-09-24,,1165.0000000000002,0.0,0.0
7120,7120,F36536,6059.0,E,5.0,2021-10-29 12:25:24.273,2021-10-29,2021-10-29 00:00:00,2021-10-29,,342.91,0.0,0.0
7159,7159,F36575,88.0,E,5.0,2021-11-04 08:33:06.303,2021-11-04,2021-11-03 00:00:00,2021-11-04,,384.0,0.0,0.0
7360,7360,F36776,8528.0,E,5.0,2021-11-26 15:04:48.070,2021-11-26,2021-11-26 00:00:00,2021-11-26,,2666.433,0.0,0.0
7376,7376,F36792,5102.0,E,5.0,2021-11-29 16:43:26.687,2021-11-29,2021-11-26 00:00:00,2021-11-29,,3363.0,0.0,0.0
7400,7400,F36816,8532.0,E,5.0,2021-11-30 16:22:47.977,2021-11-30,2021-11-30 00:00:00,2021-11-30,,4500.0,0.0,0.0
7790,7790,F37206,5851.0,E,5.0,2022-01-27 10:51:56.160,2022-01-27,2022-01-27 00:00:00,2022-01-27,,280.0,0.0,0.0
7823,7823,F37239,8235.0,E,5.0,2022-01-31 15:39:45.677,2022-01-31,2022-01-31 00:00:00,2022-01-31,,2391.6896,0.0,0.0
9344,9344,F38760,8219.0,E,5.0,2022-08-08 13:03:00.337,2022-08-08,2022-08-08 00:00:00,2022-08-08,,1488.0000000000002,0.0,0.0
10860,10860,F40276,8849.0,E,5.0,2023-02-28 17:51:17.097,2023-02-28,2023-02-21 00:00:00,2023-02-28,,769.0000000000001,0.0,0.0
